City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
179,Buraydah,SA,2023-10-24 19:14:28,26.326,43.975,79.25,20,69,9.57
180,Vestmannaeyjar,IS,2023-10-24 19:14:28,63.4427,-20.2734,45.32,76,100,12.5
181,Macusani,PE,2023-10-24 19:14:28,-14.0833,-70.4333,46.4,65,99,8.7
182,Chapais,CA,2023-10-24 19:10:59,49.7834,-74.8492,44.38,65,100,8.5
183,Montepuez,MZ,2023-10-24 19:14:29,-13.1256,38.9997,75.61,62,9,9.53
184,Ilmajoki,FI,2023-10-24 19:14:29,62.7333,22.5667,28.96,79,100,3.44
185,Machinga,MW,2023-10-24 19:14:29,-15.1685,35.3,85.17,30,38,3.06
186,Ilulissat,GL,2023-10-24 19:15:30,69.2167,-51.1,24.82,46,75,3.44
187,Kamenka,RU,2023-10-24 19:15:30,51.3223,42.7678,39.79,75,100,9.28
188,Badou,TG,2023-10-24 19:15:30,7.5833,0.6,75.15,89,99,3.33
189,Lerwick,GB,2023-10-24 19:15:31,60.1545,-1.1494,50.0,89,100,15.9
190,Pocosol,CR,2023-10-24 19:15:31,10.3667,-84.6167,79.29,89,100,3.74
191,Isla Mujeres,MX,2023-10-24 19:15:31,21.2311,-86.731,84.25,70,81,17.67
192,Adrar,MR,2023-10-24 19:15:31,20.5022,-10.0711,89.37,27,5,2.28
193,Shatsk,RU,2023-10-24 19:15:32,54.0258,41.7119,33.66,71,100,8.97
194,Ribeira Grande,PT,2023-10-24 19:15:32,38.5167,-28.7,70.77,94,75,16.11
195,Shubarshi,KZ,2023-10-24 19:15:33,48.5872,57.1869,49.96,63,100,17.34
196,Maua,BR,2023-10-24 19:13:37,-23.6678,-46.4614,91.2,44,55,6.82
197,Santa Isabel Do Rio Negro,BR,2023-10-24 19:15:33,-0.4139,-65.0192,91.06,53,100,0.76
198,Mongo,TD,2023-10-24 19:15:34,12.1844,18.693,88.12,22,27,3.94
199,Cerrito,CO,2023-10-24 19:15:34,6.8432,-72.694,62.91,81,99,1.36
200,Goderich,CA,2023-10-24 19:15:34,43.7501,-81.7165,65.91,55,99,13.8
201,Puerto Madryn,AR,2023-10-24 19:15:35,-42.7692,-65.0385,61.56,45,15,20.56
202,Grand Gaube,MU,2023-10-24 19:15:35,-20.0064,57.6608,78.39,74,100,1.99
203,Punta Cardon,VE,2023-10-24 19:15:35,11.6581,-70.215,88.52,63,36,5.03
204,Gasa,PS,2023-10-24 19:12:18,31.5,34.4667,76.41,76,0,9.78
205,Tazovskiy,RU,2023-10-24 19:14:17,67.4667,78.7,20.66,93,41,6.6
206,Kalaleh,IR,2023-10-24 19:15:36,37.3807,55.4916,66.99,50,87,2.77
207,Ginir,ET,2023-10-24 19:15:36,7.1333,40.7,58.32,92,94,3.85
208,Bilma,NE,2023-10-24 19:15:36,18.6853,12.9164,82.69,12,5,5.61
209,Rio Gallegos,AR,2023-10-24 19:12:47,-51.6226,-69.2181,60.48,42,100,9.86
210,Ilam,NP,2023-10-24 19:15:37,26.9167,87.9167,60.1,66,6,6.51
211,Saint Anthony,US,2023-10-24 19:15:37,45.0205,-93.218,57.13,87,100,10.36
212,Isetskoye,RU,2023-10-24 19:15:38,56.4858,65.3226,33.22,100,100,4.36
213,Havoysund,NO,2023-10-24 19:15:38,70.9963,24.6622,32.23,84,74,7.38
214,Abnub,EG,2023-10-24 19:15:38,27.2696,31.1511,79.02,35,0,9.78
215,Tutoia,BR,2023-10-24 19:15:38,-2.7619,-42.2744,82.6,72,98,15.37
216,Odienne,CI,2023-10-24 19:15:39,9.51,-7.5692,81.5,63,60,0.81
217,Chibuto,MZ,2023-10-24 19:15:39,-24.6867,33.5306,82.06,44,0,3.2
218,Les Cayes,HT,2023-10-24 19:15:39,18.2,-73.75,87.35,67,86,8.34
219,Leshukonskoye,RU,2023-10-24 19:15:40,64.8989,45.7622,27.59,96,76,7.2
220,Caloto,CO,2023-10-24 19:15:40,3.0359,-76.4079,79.75,66,100,2.17
221,Mwinilunga,ZM,2023-10-24 19:15:40,-11.7358,24.4293,73.09,52,95,4.09
222,Corinto,GR,2023-10-24 19:15:41,37.9407,22.9573,71.38,71,100,1.54
223,Villa Del Rosario,CO,2023-10-24 19:15:41,7.8339,-72.4742,89.98,49,40,8.05
224,Roald,NO,2023-10-24 19:15:41,62.5833,6.1333,47.34,93,0,3.44
225,Bam,IR,2023-10-24 19:15:42,29.106,58.357,76.84,26,93,8.12
226,Rio Branco,BR,2023-10-24 19:11:05,-9.9747,-67.81,97.41,46,40,4.61
227,Saryozek,KZ,2023-10-24 19:15:42,44.3583,77.9753,47.32,61,0,5.61
228,Berlevag,NO,2023-10-24 19:11:20,70.8578,29.0864,33.75,86,75,13.8
229,Dhidhdhoo,MV,2023-10-24 19:16:43,6.8833,73.1,82.51,76,6,8.5
230,Olafsvik,IS,2023-10-24 19:16:43,64.8945,-23.7142,42.67,67,100,6.02
231,Natal,BR,2023-10-24 19:16:15,-5.795,-35.2094,84.85,69,20,17.27
232,Murmashi,RU,2023-10-24 19:16:44,68.8154,32.8115,32.34,92,75,7.0
233,Conde,BR,2023-10-24 19:16:44,-7.2597,-34.9075,83.66,61,20,10.36
234,Wanlaweyn,SO,2023-10-24 19:16:44,2.6185,44.8938,81.57,72,95,12.59
235,Baghdad,IQ,2023-10-24 19:12:17,33.3406,44.4009,67.91,64,0,3.44
236,Omboue,GA,2023-10-24 19:16:45,-1.5746,9.2618,78.13,87,100,7.85
237,Richards Bay,ZA,2023-10-24 19:16:45,-28.783,32.0377,69.76,78,99,13.91
238,Tafresh,IR,2023-10-24 19:16:45,34.692,50.013,56.35,50,100,9.86
239,Chingirlau,KZ,2023-10-24 19:16:45,51.095,54.0814,52.02,86,100,14.45
240,Caravelas,BR,2023-10-24 19:14:18,-17.7125,-39.2481,79.12,68,91,12.59
241,Maldonado,UY,2023-10-24 19:16:46,-34.6667,-54.9167,58.39,79,99,15.43
242,Altamira,BR,2023-10-24 19:16:46,-3.2033,-52.2064,92.68,43,100,4.65
243,Pechenga,RU,2023-10-24 19:16:46,69.5259,31.1703,29.28,95,99,4.52
244,Acarau,BR,2023-10-24 19:16:46,-2.8856,-40.12,82.96,68,91,19.82
245,Anatolikon,GR,2023-10-24 19:16:47,40.6631,22.7114,69.46,80,100,4.47
246,Bonavista,CA,2023-10-24 19:16:47,48.6499,-53.1147,45.46,65,5,10.04
247,Lebu,CL,2023-10-24 19:16:47,-37.6167,-73.65,53.74,75,17,20.8
248,Carutapera,BR,2023-10-24 19:16:48,-1.195,-46.02,84.6,64,99,10.69
249,Umm Lajj,SA,2023-10-24 19:16:48,25.0213,37.2685,83.79,62,0,7.45
250,Mombasa,KE,2023-10-24 19:16:48,-4.0547,39.6636,81.01,83,40,8.05
251,Ondjiva,AO,2023-10-24 19:16:48,-17.0667,15.7333,84.36,10,46,5.26
252,Tarko-Sale,RU,2023-10-24 19:16:49,64.9225,77.785,25.92,96,98,4.83
253,Gabane,BW,2023-10-24 19:16:49,-24.6667,25.7822,83.23,10,0,8.05
254,Chitrakonda,IN,2023-10-24 19:16:49,18.1167,82.0833,71.67,82,100,1.19
255,Axim,GH,2023-10-24 19:16:49,4.8699,-2.2405,77.4,88,79,6.93
256,Kil,SE,2023-10-24 19:16:49,59.5072,13.314,35.49,87,30,8.05
257,Inirida,CO,2023-10-24 19:16:50,3.8653,-67.9239,89.69,61,84,1.97
258,Sosnovka,RU,2023-10-24 19:16:50,56.255,51.2842,26.62,86,100,9.22
259,Kavaratti,IN,2023-10-24 19:16:50,10.5669,72.642,82.92,72,6,5.41
260,Sistranda,NO,2023-10-24 19:16:50,63.7256,8.834,39.16,79,84,11.12
261,Saint-Louis,SN,2023-10-24 19:16:51,16.3333,-15.0,96.01,24,2,7.7
262,Copiapo,CL,2023-10-24 19:16:51,-27.3667,-70.3333,62.29,26,0,9.4
263,Aurad,IN,2023-10-24 19:16:51,18.25,77.4333,68.31,60,60,2.28
264,Kholm,RU,2023-10-24 19:16:51,59.2667,32.85,28.53,85,12,2.59
265,Watsa,CD,2023-10-24 19:16:52,3.0372,29.5355,67.24,97,100,1.1
266,Nadym,RU,2023-10-24 19:16:52,65.5333,72.5167,22.03,97,100,4.52
267,Mayumba,GA,2023-10-24 19:12:20,-3.432,10.6554,78.26,89,100,6.4
268,Riva,US,2023-10-24 19:16:52,38.9521,-76.578,73.11,55,0,3.0
269,Shaki,AZ,2023-10-24 19:16:53,41.0833,47.1667,63.25,56,25,3.6
270,Pangnirtung,CA,2023-10-24 19:16:53,66.1451,-65.7125,30.2,86,75,3.44
271,Biograd Na Moru,HR,2023-10-24 19:13:25,43.9433,15.4519,67.75,79,100,27.07
272,Sao Felix Do Xingu,BR,2023-10-24 19:16:54,-6.6447,-51.995,97.38,34,100,4.56
273,Mubende,UG,2023-10-24 19:16:54,0.5606,31.39,63.59,92,59,1.63
274,Arivonimamo,MG,2023-10-24 19:16:54,-19.0167,47.1833,66.25,55,80,0.92
275,Oranjestad,AW,2023-10-24 19:16:54,12.524,-70.027,89.91,77,75,13.8
276,Kongolo,CD,2023-10-24 19:17:55,-5.3833,27.0,73.78,83,100,3.96
277,Totma,RU,2023-10-24 19:17:55,59.9747,42.7642,26.02,95,7,5.1
278,Seydi,TM,2023-10-24 19:17:55,39.4816,62.9137,63.21,44,5,7.56
279,Sal Rei,CV,2023-10-24 19:17:56,16.1833,-22.9167,82.6,65,75,16.11
280,Ihosy,MG,2023-10-24 19:17:56,-22.4,46.1167,75.97,57,17,6.58
281,Mikhaylov,RU,2023-10-24 19:17:56,54.2292,39.0186,32.25,84,36,6.89
282,Praia,CV,2023-10-24 19:16:47,14.9215,-23.5087,81.14,78,75,14.97
283,Batsfjord,NO,2023-10-24 19:17:57,70.6345,29.7185,33.73,100,100,4.61
284,Saint-Augustin,CA,2023-10-24 19:17:57,51.226,-58.6502,47.43,43,100,11.05
285,Zaysan,KZ,2023-10-24 19:17:58,47.4667,84.8667,39.6,51,11,2.26
286,Seaford,GB,2023-10-24 19:17:58,50.7714,0.1027,58.69,71,100,10.0
287,Korla,CN,2023-10-24 19:17:58,41.7597,86.1469,55.67,32,0,5.44
288,Yurla,RU,2023-10-24 19:17:59,59.3259,54.3223,25.0,82,57,4.83
289,Acajutla,SV,2023-10-24 19:17:59,13.5928,-89.8275,84.97,74,95,9.69
290,Talnakh,RU,2023-10-24 19:17:59,69.4865,88.3972,20.21,95,100,4.0
291,Sao Paulo De Olivenca,BR,2023-10-24 19:18:00,-3.3783,-68.8725,89.15,61,90,3.13
292,Pimenta Bueno,BR,2023-10-24 19:17:23,-11.6725,-61.1936,101.84,25,100,4.72
293,Bure,ET,2023-10-24 19:18:00,10.7,37.0667,56.68,92,95,4.5
294,Pedernales,DO,2023-10-24 19:18:00,18.0384,-71.744,85.17,73,72,4.92
